sessionId	userId	items
23862	14953	558,532,766,706,706,552
23863	6357	282,955,381,153,154,423
23864	11904	924,144
23865	14954	148,314,990,496,990,990,314,218,330,330,144
23866	5287	143,187
23867	13075	282,48,19
23868	13426	145,841
23869	3429	567,777
23870	455	338,163
23871	14955	186,505
23872	14956	234,234
23873	14957	929,364,364,217,217,143,143
23874	14958	689,153
23875	14959	737,759
23876	14960	448,556
23877	14961	798,478,759
23878	6057	259,493
23879	12764	719,880
23880	14962	289,187,289
23881	1110	547,540,710,540,474
23882	14963	57,144,87,34,963,35,36,87,144
23883	14964	903,738,778,738
23884	12401	751,835,976,565
23885	10075	540,540
23886	14965	846,846,846
23887	9889	102,179
23888	14966	227,357
23889	14967	131,90,131
23890	14968	3,813,28,144,144,28
23891	2581	983,472,922,708,632,983,708,962
23892	14969	148,209
23893	14970	261,726,291
23894	14971	524,524,290,524,524,524,524,524,524,524
23895	13476	144,143,78
23896	141	726,73
23897	4352	217,203,342,78,60,59
23898	14972	487,767
23899	14973	312,251
23900	14974	482,103,103
23901	12852	98,241,689,348
23902	14975	88,75,78
23903	14976	963,34
23904	7162	767,645
23905	7510	938,938
23906	4861	383,134,241,353
23907	6088	833,892
23908	14977	261,187
23909	14978	342,482,244,202
23910	1597	483,95
23911	14979	207,207
23912	10788	631,217
23913	14321	187,331
23914	14980	87,185,295,87,187,143,46,853,143,240,87
23915	14981	57,144,330,251,57,57
23916	7981	28,357,2,796,131,880
23917	14982	159,159,164,159
23918	14008	98,2,830
23919	14983	132,113
23920	12327	158,158
23921	3392	366,246,218,218,240,366,240,337,963
23922	14984	823,4,132,359,257,8,282
23923	13652	976,393
23924	14985	747,289,93
23925	2286	342,342,223
23926	8234	713,281
23927	9364	842,422,372
23928	14986	2,575,28,158,158
23929	14987	940,199,4,81,400,365,717,18,303
23930	8986	4,8
23931	14988	309,84,84
23932	14989	222,318,318,222
23933	8477	264,99,801
23934	14990	110,570
23935	14991	81,115,791
23936	14992	8,187,964,717
23937	13032	352,162,127,225
23938	14993	110,570
23939	14994	47,60,45
23940	14995	540,557
23941	7365	28,225
23942	14996	240,95,614,314
23943	14997	490,448,751,933,611
23944	14998	95,314
23945	14999	782,154,872,350,154,570,813,955
23946	15000	220,833,892
23947	15001	103,28
23948	6752	161,95,158
23949	15002	135,73
23950	11619	743,833
23951	15003	237,42,90,859,782
23952	15004	608,611,611,871
23953	15005	97,158,158,97
23954	15006	375,294,681,479
23955	15007	964,179,677,144,143
23956	4058	167,844
23957	11490	477,667,720
23958	15008	920,885
23959	12936	392,604,553,477
23960	15009	955,125
23961	15010	406,321,62,212,220
23962	15011	102,453
23963	15012	884,884
23964	15013	918,884
23965	3743	618,554,957
23966	11869	244,781
23967	15014	774,774
23968	3293	820,579
23969	7865	437,730,158,730
23970	15015	524,290,341,169,222,330
23971	7229	544,441,803,520,639,973,976
23972	9648	493,167
23973	5016	639,556
23974	15016	982,962,639,490,766
23975	15017	511,448,434,722
23976	11287	767,888,523
23977	15018	722,881
23978	13733	429,412,428,750
23979	15019	981,957,639,579
23980	15020	554,566
23981	15021	863,158,336,158
23982	3336	167,167
23983	15022	920,909
23984	9660	877,877,877,877,877,877,877,856,877,877,877
23985	13834	309,345
23986	15023	737,530,959
23987	15024	850,516
23988	6937	447,518,471,517,503,447,533,825,552,471
23989	10862	447,635
23990	15025	500,959,959
23991	15026	495,495,495,495,495,495
23992	15027	959,959
23993	440	905,552,905,477,552,474,548
23994	15028	599,722,617,599
23995	12593	225,911
23996	15029	751,579
23997	11289	42,51,187,331,270
23998	1406	976,516
23999	643	278,354,196,354
24000	2753	307,307,435,307,78,307,205,435,307,307
24001	9136	243,144
24002	15030	693,434,448
24003	15031	750,750,776,776,776,776,776,428
24004	1450	731,44,44,143,731
24005	15032	908,908
24006	15033	207,890
24007	4414	466,466
24008	15034	859,126,880
24009	11754	911,8,109,815,911,109,8,109,769
24010	15035	232,389,232
24011	13213	70,31
24012	15036	490,751
24013	15037	187,103
24014	15038	520,544,639
24015	11220	942,884
24016	4011	973,513,620,973
24017	14409	797,590
24018	15039	434,908
24019	15040	375,294,294,60,59,58
24020	15041	321,386,27,427
24021	10243	454,526
24022	15042	417,417
24023	15043	167,249,248,271,247,730
24024	13766	314,177
24025	13811	884,884
24026	15044	516,466
24027	9808	866,866
24028	15045	337,345,337,866
24029	1619	395,389
24030	15046	103,84,84,148
24031	4292	108,199,719,108,108,108,570
24032	15047	306,386,254,125
24033	15048	755,820,755
24034	10930	466,905
24035	15049	477,706,706,477,759
24036	5290	257,127,155,940,113,20,71,940,227,71,140,381,140
24037	15050	482,97,482
24038	15051	209,144,28,127,162,28,144,209
24039	6136	482,8,28,482
24040	15052	295,73,102,177,340
24041	8133	158,188
24042	11878	64,831
24043	15053	466,905
24044	4481	857,951,198,857,8,857,10,872,857,422,857,272,28,246,185,378,857,857,423
24045	12556	376,399,979,376,852,879,980,399,6
24046	2454	799,145,470
24047	15054	328,246
24048	13660	403,570
24049	14244	417,417
24050	15055	759,568,487
24051	15056	207,207
24052	15057	254,82
24053	10310	430,430,750,750
24054	12590	838,4,144
24055	6642	28,218,218,28
24056	15058	670,525,616,670
24057	13442	87,185,295
24058	15059	337,103,103
24059	12341	144,95,440,49,49,48,95,144
24060	2757	66,600,662,662,600
24061	15060	234,46,485,468
24062	15061	65,65,65,65,65,187,185,65,65,65,65,65,65
24063	15062	316,428,428,428
24064	15063	963,85
24065	12995	427,427
24066	15064	39,427
24067	15065	199,20
24068	9294	371,842,193,369,386,980,911
24069	13760	254,713
24070	11307	143,110,186,28,780,475
24071	6696	435,385
24072	15066	901,805,901,665
24073	15067	318,762
24074	11137	884,585,884
24075	9345	761,717,865
24076	15068	614,96,96,332,332,332
24077	15069	196,145,103
24078	11708	144,314,158
24079	175	348,128,348,400,281
24080	15070	64,199
24081	1664	234,234,205
24082	12844	234,205
24083	2586	507,713,127,13
24084	15071	123,202,314
24085	15072	832,229
24086	12676	148,84
24087	3160	77,275
24088	12098	296,295
24089	15073	35,963,866,34,963,85,326,83,677,677
24090	15074	301,148
24091	8258	70,2,848,830,126,719,859,70,125,109,70,90,859,689,410,590,134,859,782,31,133
24092	15075	342,84,103
24093	6358	350,361,3,2,352,26,5,15,9,162
24094	15076	721,905,576,552,751
24095	15077	143,469
24096	6835	158,688,103,864,207,103,143
24097	15078	383,114,655,769,7,20
24098	13988	310,310
24099	15079	894,767,466,755,820
24100	2184	597,342,218,196,196,158
24101	15080	188,158
24102	5918	570,883,716,883,8
24103	13768	314,28
24104	10146	143,46
24105	15081	718,234
24106	15082	176,99,262,263,762,99,95
24107	12636	789,3,4,813,789,859,789,859,2
24108	7475	251,312,94,315,94,67
24109	15083	253,253,278,253,48,95,364,364,95,95,364
24110	6549	127,103
24111	1568	46,46
24112	12612	309,144,103,864,103,974,864,144,309
24113	15084	185,185
24114	3586	918,453
24115	2755	762,99,100
24116	15085	28,143,28
24117	15086	203,234,79,103,143
24118	4715	358,361
24119	15087	858,103,143,143,103
24120	15088	229,832,937
24121	14407	246,213
24122	7524	103,143,143,103
24123	15089	524,524,290,714
24124	15090	144,143
24125	13852	482,482,103,97
24126	8077	188,148,188
24127	15091	484,484,264,99
24128	2279	892,218
24129	15092	442,433,710,884,540,448,451
24130	15093	46,78,60,59,58,342,217
24131	15094	523,499,709
24132	10227	58,149
24133	15095	884,884,884
24134	13344	687,557,540,916
24135	15096	148,275,45,801,61,218,148,102,177,102
24136	15097	585,585
24137	15098	957,606
24138	7708	788,639,788
24139	10283	448,451,701,448
24140	10240	766,766,643,511
24141	9074	419,766,766
24142	10708	158,676,688
24143	15099	884,884
24144	11148	603,856
24145	15100	884,884
24146	13954	976,720
24147	13939	575,716,365,28
24148	15101	309,185
24149	8024	289,270,289
24150	15102	247,250
24151	8091	873,244,873,457,671
24152	15103	741,776,776,741,382
24153	15104	724,798,722
24154	15105	785,884
24155	15106	616,616,616,616,616,616,616,616,616
24156	8434	183,867
24157	13272	574,414
24158	15107	143,482,240
24159	15108	768,639
24160	15109	966,666,798,775
24161	12265	892,873,337
24162	15110	808,453
24163	15111	536,635,447,534,639
24164	15112	145,858,144
24165	15113	595,595,595,700,595,939,595
24166	13073	479,148,95,95,585,479,608,479,528,731,731,528
24167	15114	412,428,429,860,764
24168	15115	214,805,790
24169	15116	382,382,616,657
24170	12803	798,755,652,611,557,730
24171	3236	28,158,158,218,218,95,28
24172	15117	880,255,23,255,20,277,273,20,880,20,71,255,20,630,822,879,28,270,148,964
24173	15118	270,240,185
24174	12899	166,586
24175	15119	730,166,730
24176	8259	97,780,143,97
24177	15120	250,166,586,528
24178	15121	426,754,345,246
24179	15122	218,63,569,212,211,218
24180	15123	207,207,207,207
24181	7059	290,222
24182	15124	656,722
24183	10932	885,884
24184	861	283,148
24185	7188	536,448
24186	9023	476,770,476
24187	8958	976,521
24188	6912	747,746,871,97
24189	15125	571,448,922,442
24190	505	246,364,145,143,537
24191	4235	105,353,872,127,144,315,312,94,67,968,144
24192	4061	618,607,722,966,798
24193	8092	899,309,246,289,143
24194	15126	592,897
24195	13302	234,76,76,76,76
24196	419	234,188,310,310,188,597,89
24197	15127	964,101,266,152,152
24198	15128	448,560,549,448,720,532
24199	15129	608,608
24200	15130	632,878,533,962,784,684,825,878,752
24201	9193	166,95,217
24202	15131	182,182
24203	15132	884,969,969
24204	15133	533,477,477
24205	10578	763,763
24206	12009	453,884,960,969
24207	8209	745,393,745
24208	12034	767,576,434,905,551
24209	12424	342,158,342
24210	15134	289,457,103,158
24211	15135	158,801
24212	3646	89,234,335,275,75,143,261,143,143,508,509,509,508,143,143,289,143,234,757,275,757,58,75
24213	4793	95,143,484,142
24214	15136	337,240,974,240,187
24215	15137	337,629,629
24216	3799	318,318
24217	15138	309,35,34,963
24218	15139	697,742,240,218,210
24219	11449	363,164,164,363,164,363,164
24220	15140	705,705,542,542
24221	12500	298,237,298,427,298
24222	15141	158,330
24223	15142	557,554,749
24224	10009	866,337,144,144,337
24225	15143	367,217,58,59,60,188
24226	15144	152,296,295,246
24227	15145	373,301,813,507,104,703,373,200,373
24228	15146	217,527
24229	3494	419,144,158
24230	15147	712,95
24231	15148	357,347,337
24232	15149	113,114,236,91,376,458
24233	11645	158,143,95,95
24234	15150	482,664,28,422
24235	5620	218,220
24236	6242	403,4,300,109,386,716,830,227,911,911,241,386,134,370
24237	10986	218,221
24238	15151	482,965,846,482
24239	15152	676,62,218
24240	2691	784,784,521,552,784,687,557,73
24241	15153	898,222,218,405,220,729,772,480,833,211,405,211,833,892,569,210,63,729
24242	3074	332,185,185,332
24243	7012	565,981,478,540,540
24244	692	922,684,474,540
24245	15154	145,158,158,364,145
24246	15155	166,165,390,832
24247	11649	575,823,91,575,823,848,200,872,351,199,575,92,12,3,306,848
24248	15156	552,552,620,545
24249	15157	886,219,158,244,152,177,964,540
24250	11082	382,382
24251	13348	451,448
24252	15158	884,942,884,909,884
24253	7112	28,218,61,212,880,361
24254	15159	969,884,884
24255	3114	310,84
24256	15160	565,988,540,982,988,751,802
24257	806	683,547,683
24258	15161	477,976,583,536
24259	9276	540,834,834
24260	13799	514,635
24261	10760	413,413,616
24262	14399	616,699,741,741,324,608
24263	4025	419,500
24264	15162	762,158,95
24265	12674	270,158,270
24266	11422	692,933
24267	15163	511,448,434,540,557,479
24268	15164	725,850
24269	8232	514,477
24270	15165	108,131,4,730
24271	15166	871,871
24272	15167	144,226
24273	15168	790,805
24274	15169	417,571,679
24275	15170	102,266,337
24276	15171	623,460,720,759,722
24277	12769	222,593,158,143,424
24278	15172	730,730,250,165,215,215,247
24279	15173	850,725
24280	8603	145,330
24281	15174	682,448,460,460
24282	15175	289,914
24283	15176	95,270,270
24284	8223	103,864
24285	15177	296,102,135
24286	15178	479,540
24287	10531	565,554,533,419
24288	13197	594,285,285,594
24289	15179	652,568,905,623
24290	1339	990,990,989,990,314,187,309,309
24291	2833	434,891,540,540
24292	3093	10,1,153,19,11,154,23
24293	15180	611,962,962,684,611,639,684,684,548,708,684
24294	15181	251,240,330,409,754,800,330,240
24295	10400	824,444
24296	15182	525,616,375
24297	15183	694,722,694,722
24298	4950	164,395
24299	13001	271,259
24300	12242	131,127
24301	13970	294,479
24302	10632	448,766,448,635
24303	15184	53,180,956,289
24304	725	959,478
24305	8628	286,956
24306	15185	563,365
24307	15186	790,430
24308	15187	513,547,720
24309	15188	13,831,911,847
24310	9634	76,126,70
24311	15189	145,145,246
24312	15190	284,284
24313	15191	274,95,96,898,222,95,28,197
24314	7010	434,693
24315	15192	310,143,222,169,143
24316	15193	254,383,193,300,723,16
24317	15194	28,337,831,64
24318	15195	354,158,158
24319	2201	898,222,261,222
24320	15196	423,483,342,342,103,483
24321	9035	488,431,523,492,534,461,861
24322	15197	330,457,196,185,268
24323	15198	259,167
24324	15199	191,108,481,843,843,843
24325	6718	259,165
24326	13638	672,787
24327	15200	964,102
24328	7960	932,453,932
24329	15201	861,557,577
24330	15202	310,148
24331	15203	453,932
24332	15204	214,250
24333	15205	673,415,787,787,787
24334	6161	891,673,787
24335	15206	606,759,706,706
24336	1306	303,303,95
24337	15207	28,372
24338	15208	222,342,342
24339	11594	540,557,431,536,462,471,535,562,540,710
24340	15209	218,331
24341	15210	28,144
24342	15211	244,102,691
24343	15212	963,36,87
24344	9570	179,179,179,726
24345	15213	384,87,87
24346	8650	339,339
24347	9396	191,200,191,303,16,15,858,858,143,143,28,28,222,143,47,143,28,191,951,191
24348	340	979,980,4,373,373,980,979,4,979
24349	8108	323,323,323,323,323
24350	2603	79,335,335
24351	15214	108,131
24352	1673	3,127,955,361,352,713,140,381,116,830,29,955,365,955,29,358,8,3,17,880,258,3,955,116,365,796,3
24353	8028	829,81,360
24354	15215	367,111
24355	4737	139,255
24356	15216	144,185,72,73,185,144
24357	4744	143,459
24358	13320	244,662,246
24359	15217	95,217,217,217,364
24360	15218	59,58,137,40,137
24361	133	71,404
24362	15219	794,794
24363	10950	164,338,172,164
24364	7938	187,629,841
24365	15220	103,103
24366	15221	112,103,631,631,218,112
24367	1739	475,342
24368	15222	223,222,364
24369	15223	822,28,793,289,899,662
24370	397	330,95,406,220
24371	15224	76,804,60
24372	15225	590,689
24373	11890	148,841,143,898,46,288,120
24374	2375	158,148
24375	15226	95,355,102
24376	15227	883,245,951,816,815
24377	15228	97,318,218
24378	15229	143,786,762,99,143
24379	15230	956,762
24380	15231	103,260,143
24381	15232	338,164
24382	13655	353,109,26
24383	3704	196,185
24384	6131	279,228,279,360,422,830,845,186,365,797
24385	15233	900,694,694
24386	10906	330,364
24387	6150	439,879
24388	1967	575,20
24389	496	231,112,289,427,164
24390	13119	336,336
24391	15234	424,187,504,658
24392	10497	403,880,880
24393	13250	95,898
24394	10553	58,182,77,88,78,143,780,222
24395	11881	638,318
24396	15235	123,88,149,143,148,143
24397	15236	863,668
24398	15237	677,207
24399	11918	457,144,457
24400	15238	487,448
24401	15239	211,892,77,275,58,158,540
24402	15240	896,668,832
24403	15241	544,540
24404	15242	764,860,764,764,764,764
24405	15243	8,361
24406	15244	246,608
24407	2457	218,63,212
24408	10619	471,492,461,462,461,749
24409	12859	958,958
24410	15245	223,169
24411	15246	871,871,871
24412	15247	592,844,844
24413	8147	543,379,215,379,543
24414	15248	84,337
24415	9721	511,599,434,448,540
24416	15249	678,503,434
24417	15250	551,510,491
24418	7344	413,413
24419	11973	448,819,476,514,520,682
24420	15251	976,523
24421	12157	544,720
24422	15252	798,477,552
24423	15253	976,682
24424	15254	769,723,26,28,289
24425	13128	540,628,628
24426	15255	26,26,289
24427	8437	988,552
24428	13215	767,706
24429	12405	417,704,957,533
24430	7952	982,976
24431	8762	857,857,857,857,380,857,857,857,857,857,857,857,857,857,857,857,857
24432	15256	132,815,883,4,951,4,951,951,4
24433	10723	599,725,725,775,775,775
24434	8095	595,595,732
24435	15257	766,766
24436	10239	712,187
24437	13526	665,665
24438	15258	42,131,51,95,187
24439	6082	481,191,191,481,131
24440	15259	850,767,520,639,722,521
24441	10271	956,264,494
24442	15260	693,591,591
24443	15261	884,452
24444	15262	635,431,471,534,549,463,517,635,431,626,503,635,653,540,284
24445	15263	173,173,173,173,401,173
24446	2673	666,682,540,540,557,666,652
24447	6832	28,158
24448	15264	591,678,722,693
24449	1746	142,475,342
24450	15265	337,318,314,876,314,318,103,207,103
24451	10807	593,217
24452	15266	491,513,568,695,745,443,555,503,553,471,555
24453	15267	330,95,314,875
24454	15268	171,171
24455	11975	411,348,226,4,849,28,404
24456	9121	97,222
24457	9857	693,844
24458	12849	826,826
24459	15269	95,185
24460	15270	927,673,672
24461	15271	48,49,42,52
24462	15272	875,876
24463	15273	959,959,812
24464	15274	970,231,144,330,231,231,144,167,884,908,452
24465	10383	531,531,531,531
24466	15275	172,389
24467	7716	144,658
24468	15276	441,767
24469	4921	187,144
24470	15277	417,681
24471	13375	423,272
24472	239	315,251,968,94,67,312,251,308
24473	1501	99,318
24474	15278	218,212,218
24475	15279	289,793,793
24476	10564	888,478
24477	15280	574,941,881,574,941
24478	4490	4,910,128
24479	15281	571,827,737
24480	4159	533,503
24481	1924	144,251,144,79
24482	15282	537,122,205,307,203
24483	15283	246,662
24484	9246	767,417,530,553,534,550
24485	1261	235,387,597
24486	6217	428,325,454
24487	15284	381,823,92,822,128,879,92,822,372,373,823,630,381,822,277,822,12,347,822,822,344,17,381
24488	2271	787,418,651,672,787,532,767,532,530,787,673,787,787,787,500,499
24489	15285	503,572,530
24490	12965	314,93,158,158,342,504,187,209,187,893,728,143,597
24491	15286	17,29,105,575,394,423,352,849,257
24492	15287	400,378
24493	15288	315,315
24494	15289	99,286
24495	3328	806,154
24496	2077	118,178
24497	15290	905,976,489,488
24498	15291	251,311
24499	4471	406,405,220,219
24500	15292	635,443,685,443
24501	15293	678,787
24502	3682	733,378,373,400,400,134,400,538,713,734,241,82
24503	10102	143,728,585,166,250,166,585,585,585,854,748,748,748,748,748
24504	10367	289,95,760,440,39,233,95,240,240
24505	11269	246,337
24506	15294	783,364,296,339,72,102,118,179,339
24507	10484	719,935,348
24508	15295	524,290
24509	15296	957,905
24510	870	547,582
24511	15297	274,951,274,951,274,845,274,274,192,403,951,274,274,116,274,156,274,865,274,274,18,791,951,951,911,274,911
24512	10791	95,28,109
24513	13468	91,236
24514	9053	227,162,880,842,842,394,872,880,281,880,403,880,411,162,872,20,880,125,955,162,872,162
24515	7166	381,796
24516	15298	964,964
24517	6872	483,306,17,108
24518	15299	187,675,187
24519	11914	411,865,105
24520	15300	237,238
24521	15301	103,158,103,84,144,103,103,864,144,57,144,103,103,158,158,103
24522	7208	880,125,9,348
24523	15302	235,79,143,218,219,143,235
24524	11623	145,103
24525	462	4,823
24526	15303	383,242,242
24527	10752	103,185,103,103,143,143,103
24528	4865	28,359,95,614,95,93,289,28,303,28,144,308,968
24529	15304	218,218
24530	15305	678,737,611
24531	8253	10,868,895,761
24532	10653	187,330,187,345
24533	15306	103,314,103
24534	15307	541,540
24535	15308	437,493,271,437
24536	15309	724,611
24537	287	148,143
24538	15310	608,608
24539	14567	498,540
24540	923	540,988,431,604,474,628
24541	15311	523,639
24542	3345	807,594
24543	15312	432,639
24544	15313	665,437
24545	12910	787,417,448,744,922,957
24546	708	639,639,490,957,720
24547	5752	738,397,397
24548	15314	540,861
24549	15315	150,448,976
24550	15316	722,656
24551	15317	579,557
24552	4450	650,417,417,650,704,448,511,497
24553	10	910,910,590,910,153,910
24554	15318	884,920
24555	2968	626,639,706
24556	10329	167,718,608,785,167,730,730,985
24557	15319	539,759
24558	15320	180,112
24559	15321	611,722
24560	8308	884,931,884
24561	10754	649,653
24562	7656	10,10
24563	15322	722,611
24564	10290	972,972
24565	7207	436,212,63,210,93,103
24566	15323	982,976,976,704,696,561,433,503
24567	15324	915,987,915
24568	13139	635,639,431,471,701,976,462,635,788,431,905,701
24569	15325	857,910,857,857,11,109,857,857,910,857,857,8,865,274,857
24570	4155	596,596,596
24571	7160	417,835
24572	2301	802,533
24573	6320	900,900,692,623,512,798,725
24574	6162	962,547,820,820,534,976
24575	6519	289,227,879,289,196
24576	2924	599,693
24577	4959	726,152
24578	11129	107,381,723,773,849,107,773
24579	11590	976,442,558
24580	15326	219,63,158,158,188
24581	12856	737,500
24582	15327	462,905,643,447,905,643,905
24583	15328	710,540,540,639
24584	10414	726,179,185
24585	6442	352,10,16,765
24586	15329	531,941
24587	15330	363,231,93,231,112
24588	15331	476,720,510,250,166
24589	15332	540,540
24590	14326	148,28
24591	1755	28,912
24592	15333	512,900,941
24593	2593	982,982
24594	15334	620,957,516,982
24595	15335	966,966
24596	15336	453,808
24597	15337	376,979,980,979,365,980,979
24598	15338	793,242,590
24599	12720	126,114,400
24600	15339	84,61,218,103,864,457
24601	9975	28,187
24602	7304	571,650,604,533,777,565,549,574
24603	15340	847,862,765,862,862,862,862,862,862,10
24604	6603	771,771,457,457
24605	15341	417,571,571,650,417
24606	15342	542,166,542
24607	12512	979,980,979
24608	15343	929,196,196
24609	15344	573,754,425
24610	15345	639,745,551
24611	3495	364,364,240,318,629,425,409,212
24612	15346	611,753
24613	13071	540,487
24614	15347	187,95,28
24615	10936	737,672,420,673,673
24616	2369	971,971
24617	15348	362,336,362,832,336,362
24618	3270	540,577
24619	5768	677,240
24620	13769	328,180,180,328,328,246,145,189,145,328
24621	15349	762,286
24622	1146	755,759
24623	15350	309,213,309
24624	15351	457,457,698
24625	15352	143,103
24626	4145	721,767
24627	15353	707,707
24628	6844	145,187
24629	15354	915,148,194,102,194
24630	15355	475,314
24631	15356	566,795
24632	12383	364,143
24633	15357	338,159
24634	2595	198,90,95
24635	15358	295,28
24636	286	144,912,144
24637	12193	145,858,84
24638	15359	803,645
24639	5176	279,237
24640	15360	318,37
24641	15361	842,208
24642	15362	660,754,330,187
24643	15363	384,144,185
24644	15364	31,883,274,27,140,4,4
24645	12139	218,143,143,218,886
24646	15365	691,390,73
24647	9953	132,719,575,365,5,796,113,575,955,105,109,880,383,823,689,365,144
24648	15366	180,180,238
24649	8898	337,337
24650	11078	143,483,483,103,143
24651	15367	911,15
24652	4542	291,148,331,331,148,323,291,323,735,984
24653	10537	372,226,162,15
24654	11986	218,638,143,143
24655	15368	385,120
24656	12246	155,186
24657	7364	6,6,6
24658	15369	112,658,218,218,289,364,364,105,658
24659	15370	275,385
24660	15371	778,778
24661	15372	289,332
24662	9994	251,196,187,187,331,331,187,87
24663	13061	304,380,823,422
24664	15373	448,540
24665	7140	113,130
24666	8021	631,929,956,631,103,103,158
24667	10608	221,97,341,43,169,222,218,218,863
24668	10709	289,87,179,28,380,113,28,148,28
24669	8269	175,29
24670	8812	143,144
24671	14405	217,779
24672	15374	552,477,556,540
24673	15375	686,820,686,417
24674	15376	417,434,434,434,434,434,434,434,434,434
24675	10601	158,95,231
24676	13932	261,117,984,177,143
24677	4846	99,762
24678	15377	611,434
24679	8647	513,513
24680	15378	454,428,454,428
24681	15379	261,479
24682	5281	505,290
24683	15380	884,908
24684	1566	417,787,417
24685	7781	626,448
24686	15381	584,554,566,584,721,584,751,536
24687	15382	218,246,331,331,187,86,218
24688	15383	540,544
24689	11909	644,603,553,514
24690	15384	722,656
24691	15385	560,448,462,443,653,477,514,560,653,560,553
24692	7256	775,531,531,977,592
24693	15386	533,478,770,544,981
24694	15387	680,434
24695	13735	521,759,768,415,737,768
24696	7463	419,417,417,417,448
24697	15388	759,701,759,767,720
24698	13006	722,512,725
24699	15389	523,720
24700	15390	639,533
24701	15391	766,460
24702	2782	185,664
24703	5	410,410,816,410
24704	15392	516,599,692,652,534
24705	15393	579,639
24706	143	239,175,222,43,144,144,95,103,253
24707	15394	399,196
24708	15395	705,587,587,705,705
24709	15396	28,261
24710	15397	977,897,599
24711	15398	557,916
24712	3006	565,444
24713	15399	250,613
24714	14783	417,417
24715	6129	187,318,217
24716	15400	905,534
24717	7627	158,289,364,364,289,95,712,289
24718	15401	167,790
24719	502	981,476
24720	7394	184,349
24721	15402	342,318
24722	9910	981,618,433
24723	15403	80,307
24724	7036	55,280,332
24725	12715	448,694,722,434,448,448,447,811
24726	13340	102,102,984
24727	15404	448,962
24728	15405	884,528
24729	13163	32,41
24730	3364	571,767,523,523,556
24731	7482	686,744
24732	5226	378,303,831,831,153
24733	15406	180,658,158
24734	15407	674,674,674,674,674,674,674
24735	15408	904,130,904,258,904,809,17,830,70,501,22,28,126,895,813,4,373,127,830,423,765
24736	15409	903,903,915,987
24737	15410	701,533,981
24738	11662	884,884,920
24739	15411	434,722
24740	12558	50,48,49,9,11
24741	8157	452,920,909,909,884,430
24742	15412	196,93,93
24743	12631	95,310
24744	15413	4,28,95
24745	8476	139,162,880,175,17,845,4,258
24746	10025	962,737,532,962
24747	10126	102,268,119,267,117,177
24748	9762	28,251
24749	15414	692,798
24750	8677	48,240,354,181,187
24751	4781	95,505
24752	14961	150,448,432
24753	15415	218,61,218,217
24754	15416	482,929
24755	10129	106,403,880,236,17,64,301
24756	15417	620,552
24757	15418	144,251
24758	6567	568,566,541
24759	6303	888,824,957,824,643,552,639,434,448,701
24760	15419	705,166
24761	15420	649,540,540,639,649
24762	13944	988,767
24763	8261	103,103
24764	15421	646,526,646
24765	15422	95,158,158,95
24766	10670	166,166
24767	15423	76,76,76
24768	10879	534,639,667,957,460,976,695,523,442,744
24769	15424	189,145,46,74
24770	15425	824,520,534
24771	3163	635,649,706,706,534,551
24772	7533	779,314,314
24773	10919	976,976,431
24774	15426	662,330,330,457,196,196,185,268,266,340
24775	12773	148,28
24776	13571	981,905
24777	8983	366,240,314,314,240
24778	12905	477,981
24779	15427	295,103,772
24780	7676	534,566
24781	15428	483,218,63,833,63,638,483
24782	7103	472,534
24783	15429	898,169
24784	15430	256,255,256,940,383,880,256,256,256,256,256,8,256,370,256
24785	7954	48,103
24786	4908	5,394,81,370,3,2,18,347,3,15,13,3,2,3,2,404,3
24787	15431	737,787
24788	10958	206,206,206,206
24789	10799	981,490,981,618,981,550,618,981,982,490,490,490,981,554,584,982
24790	12736	719,344,131,198,376,935,717,4,128,723,10
24791	15432	884,920
24792	8943	238,280
24793	15433	556,556,766,982
24794	15434	353,353,563,353,8,439,423,108,353,423,353,108
24795	12403	751,982
24796	10309	93,103,44
24797	6901	457,244,457
24798	15435	222,188,188,222
24799	1780	534,564,981,431,982,982,564
24800	15436	227,108
24801	15437	783,364,296,73,72,102,118,179,152,243
24802	15438	318,475,229
24803	2317	479,456,673,456,673,959,420,673,891,673
24804	9050	434,434,673,787,673
24805	15439	67,251,67,312,974
24806	15440	976,534,554
24807	1740	58,148
24808	15441	735,244,244
24809	12541	745,711,711,711,976,894,711,711,905,749
24810	2032	238,95,329,303
24811	12490	289,389,363,172,172,159
24812	2267	377,290,524
24813	2278	766,471,441
24814	10808	410,108
24815	15442	457,863,158,158,457,697
24816	1410	785,364,209,296,102
24817	2798	557,550,922,820,922,820,982,820,461,820,472,441
24818	12950	185,144,144,185,291,292
24819	1458	131,104,106,815,192,106,813,830
24820	4910	253,51
24821	15443	42,51
24822	8255	133,360,852,156,257,90,806,91,813,90,8,132,113,90,90,830,8
24823	5996	148,158,222,222,143,148,178
24824	15444	187,144
24825	15445	337,318,240,187,779,912,144,84,337,218
24826	11822	25,911,563
24827	15446	757,260,222,222,345,364
24828	15447	185,95,48,95,95,180
24829	22	32,32,79
24830	15448	143,144,144,143,188,310
24831	15449	93,95,614,505,854,95
24832	15450	898,169,898
24833	1753	106,27,352,361
24834	15451	839,145
24835	5994	273,287,144,303
24836	15452	164,318,218,569,218,103,231,297,171,297
24837	49	330,28,91,92
24838	1251	364,103,354,101
24839	2416	831,361,116,570,127,403,29,358,361,351,872,351,872,358,575,361,26,880,26,872,822,352,26
24840	15453	94,968,67
